N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT -4 counter 9
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT -2 counter 3
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 0 counter 7
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 2 counter 5
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 4 counter 1
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 6 counter 8
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 8 counter 6
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 10 counter 5
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 12 counter 4
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 16 counter 3
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 18 counter 2
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 20 counter 1
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 22 counter 1
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 24 counter 1
N 100 ave_t_max 49 over 100 samples perceptron_overlap_UNSAT 30 counter 1
