Dream 0 mean_J 0.000135 sigma_J 0.005017
Dream 100 mean_J 0.000150 sigma_J 0.004747
Dream 200 mean_J 0.000155 sigma_J 0.004499
Dream 300 mean_J 0.000151 sigma_J 0.004268
Dream 400 mean_J 0.000159 sigma_J 0.004050
Dream 500 mean_J 0.000159 sigma_J 0.003845
Dream 600 mean_J 0.000154 sigma_J 0.003650
Dream 700 mean_J 0.000156 sigma_J 0.003464
Dream 800 mean_J 0.000152 sigma_J 0.003287
Dream 900 mean_J 0.000152 sigma_J 0.003117
Dream 1000 mean_J 0.000150 sigma_J 0.002955
Dream 1100 mean_J 0.000144 sigma_J 0.002800
Dream 1200 mean_J 0.000147 sigma_J 0.002652
Dream 1300 mean_J 0.000141 sigma_J 0.002510
Dream 1400 mean_J 0.000141 sigma_J 0.002374
Dream 1500 mean_J 0.000139 sigma_J 0.002243
Dream 1600 mean_J 0.000130 sigma_J 0.002118
Dream 1700 mean_J 0.000129 sigma_J 0.001999
Dream 1800 mean_J 0.000126 sigma_J 0.001884
Dream 1900 mean_J 0.000125 sigma_J 0.001774
Dream 2000 mean_J 0.000119 sigma_J 0.001668
Dream 2100 mean_J 0.000113 sigma_J 0.001567
Dream 2200 mean_J 0.000104 sigma_J 0.001470
Dream 2300 mean_J 0.000092 sigma_J 0.001378
Dream 2400 mean_J 0.000087 sigma_J 0.001289
Dream 2500 mean_J 0.000077 sigma_J 0.001205
Dream 2600 mean_J 0.000073 sigma_J 0.001124
Dream 2700 mean_J 0.000066 sigma_J 0.001047
Dream 2800 mean_J 0.000065 sigma_J 0.000973
Dream 2900 mean_J 0.000051 sigma_J 0.000903
Dream 3000 mean_J 0.000043 sigma_J 0.000837
Dream 3100 mean_J 0.000044 sigma_J 0.000773
Dream 3200 mean_J 0.000038 sigma_J 0.000713
Dream 3300 mean_J 0.000031 sigma_J 0.000655
Dream 3400 mean_J 0.000026 sigma_J 0.000601
Dream 3500 mean_J 0.000027 sigma_J 0.000549
Dream 3600 mean_J 0.000024 sigma_J 0.000501
Dream 3700 mean_J 0.000014 sigma_J 0.000455
Dream 3800 mean_J 0.000019 sigma_J 0.000411
Dream 3900 mean_J 0.000016 sigma_J 0.000371
Dream 4000 mean_J 0.000016 sigma_J 0.000333
Dream 4100 mean_J 0.000010 sigma_J 0.000297
Dream 4200 mean_J 0.000003 sigma_J 0.000263
Dream 4300 mean_J 0.000003 sigma_J 0.000232
Dream 4400 mean_J 0.000007 sigma_J 0.000204
Dream 4500 mean_J 0.000010 sigma_J 0.000177
Dream 4600 mean_J 0.000001 sigma_J 0.000153
Dream 4700 mean_J 0.000005 sigma_J 0.000130
Dream 4800 mean_J -0.000002 sigma_J 0.000110
Dream 4900 mean_J -0.000001 sigma_J 0.000091
Dream 5000 mean_J -0.000005 sigma_J 0.000075
Dream 5100 mean_J -0.000002 sigma_J 0.000060
Dream 5200 mean_J 0.000001 sigma_J 0.000047
Dream 5300 mean_J -0.000002 sigma_J 0.000036
Dream 5400 mean_J -0.000007 sigma_J 0.000026
Dream 5500 mean_J -0.000006 sigma_J 0.000018
Dream 5600 mean_J -0.000000 sigma_J 0.000011
Dream 5700 mean_J -0.000000 sigma_J 0.000007
Dream 5800 mean_J -0.000002 sigma_J 0.000003
Dream 5900 mean_J -0.000002 sigma_J 0.000001
Dream 6000 mean_J 0.000002 sigma_J 0.000000
Dream 6100 mean_J 0.000001 sigma_J 0.000000
Dream 6200 mean_J 0.000000 sigma_J 0.000000
Dream 6300 mean_J -0.000001 sigma_J 0.000000
Dream 6400 mean_J 0.000001 sigma_J 0.000000
Dream 6500 mean_J 0.000001 sigma_J 0.000000
Dream 6600 mean_J -0.000000 sigma_J 0.000000
Dream 6700 mean_J 0.000001 sigma_J 0.000000
Dream 6800 mean_J 0.000002 sigma_J 0.000000
Dream 6900 mean_J 0.000004 sigma_J 0.000000
Dream 7000 mean_J 0.000002 sigma_J 0.000000
Dream 7100 mean_J -0.000002 sigma_J 0.000000
Dream 7200 mean_J 0.000006 sigma_J 0.000000
Dream 7300 mean_J -0.000001 sigma_J 0.000000
Dream 7400 mean_J -0.000003 sigma_J 0.000000
Dream 7500 mean_J 0.000000 sigma_J 0.000000
Dream 7600 mean_J 0.000001 sigma_J 0.000000
Dream 7700 mean_J -0.000000 sigma_J 0.000000
Dream 7800 mean_J 0.000000 sigma_J 0.000000
Dream 7900 mean_J 0.000001 sigma_J 0.000000
Dream 8000 mean_J 0.000002 sigma_J 0.000000
Dream 8100 mean_J -0.000001 sigma_J 0.000000
Dream 8200 mean_J 0.000001 sigma_J 0.000000
Dream 8300 mean_J -0.000001 sigma_J 0.000000
Dream 8400 mean_J 0.000001 sigma_J 0.000000
Dream 8500 mean_J -0.000000 sigma_J 0.000000
Dream 8600 mean_J 0.000002 sigma_J 0.000000
Dream 8700 mean_J 0.000001 sigma_J 0.000000
Dream 8800 mean_J 0.000002 sigma_J 0.000000
Dream 8900 mean_J -0.000000 sigma_J 0.000000
Dream 9000 mean_J -0.000007 sigma_J 0.000000
Dream 9100 mean_J 0.000002 sigma_J 0.000000
Dream 9200 mean_J 0.000001 sigma_J 0.000000
Dream 9300 mean_J -0.000000 sigma_J 0.000000
Dream 9400 mean_J 0.000000 sigma_J 0.000000
Dream 9500 mean_J 0.000002 sigma_J 0.000000
Dream 9600 mean_J -0.000002 sigma_J 0.000000
Dream 9700 mean_J 0.000001 sigma_J 0.000000
Dream 9800 mean_J 0.000001 sigma_J 0.000000
