Dream 0 m 0.510400 sigma_m 0.025540
Dream 100 m 0.579600 sigma_m 0.021256
Dream 200 m 0.624000 sigma_m 0.017090
Dream 300 m 0.657000 sigma_m 0.018316
Dream 400 m 0.694600 sigma_m 0.019110
Dream 500 m 0.715400 sigma_m 0.022429
Dream 600 m 0.738200 sigma_m 0.018158
Dream 700 m 0.767200 sigma_m 0.019090
Dream 800 m 0.780600 sigma_m 0.022291
Dream 900 m 0.801400 sigma_m 0.017447
Dream 1000 m 0.818600 sigma_m 0.016248
Dream 1100 m 0.836000 sigma_m 0.017630
Dream 1200 m 0.863600 sigma_m 0.019166
Dream 1300 m 0.866400 sigma_m 0.020157
Dream 1400 m 0.884600 sigma_m 0.016959
Dream 1500 m 0.897600 sigma_m 0.017306
Dream 1600 m 0.911800 sigma_m 0.018019
Dream 1700 m 0.921000 sigma_m 0.017321
Dream 1800 m 0.938800 sigma_m 0.018420
Dream 1900 m 0.958600 sigma_m 0.011475
Dream 2000 m 0.964400 sigma_m 0.012217
Dream 2100 m 0.969600 sigma_m 0.011586
Dream 2200 m 0.985600 sigma_m 0.004316
Dream 2300 m 0.989000 sigma_m 0.003592
Dream 2400 m 0.992000 sigma_m 0.003098
Dream 2500 m 0.994000 sigma_m 0.002898
Dream 2600 m 0.996000 sigma_m 0.002530
Dream 2700 m 0.998000 sigma_m 0.001897
Dream 2800 m 0.998000 sigma_m 0.001897
Dream 2900 m 0.998000 sigma_m 0.001897
Dream 3000 m 0.998000 sigma_m 0.001897
Dream 3100 m 1.000000 sigma_m nan
Dream 3200 m 1.000000 sigma_m nan
Dream 3300 m 1.000000 sigma_m nan
Dream 3400 m 0.998000 sigma_m 0.001897
Dream 3500 m 0.998000 sigma_m 0.001897
Dream 3600 m 1.000000 sigma_m nan
Dream 3700 m 1.000000 sigma_m nan
Dream 3800 m 1.000000 sigma_m nan
Dream 3900 m 1.000000 sigma_m nan
Dream 4000 m 1.000000 sigma_m nan
Dream 4100 m 1.000000 sigma_m nan
Dream 4200 m 1.000000 sigma_m nan
Dream 4300 m 1.000000 sigma_m nan
Dream 4400 m 1.000000 sigma_m nan
Dream 4500 m 1.000000 sigma_m nan
Dream 4600 m 1.000000 sigma_m nan
Dream 4700 m 1.000000 sigma_m nan
Dream 4800 m 1.000000 sigma_m nan
Dream 4900 m 1.000000 sigma_m nan
Dream 5000 m 1.000000 sigma_m nan
Dream 5100 m 1.000000 sigma_m nan
Dream 5200 m 1.000000 sigma_m nan
Dream 5300 m 0.994200 sigma_m 0.003883
Dream 5400 m 0.998000 sigma_m 0.001897
Dream 5500 m 0.996000 sigma_m 0.002530
Dream 5600 m 0.958200 sigma_m 0.015267
Dream 5700 m 0.895600 sigma_m 0.029978
Dream 5800 m 0.668000 sigma_m 0.041324
Dream 5900 m 0.466600 sigma_m 0.020256
Dream 6000 m 0.337400 sigma_m 0.016224
Dream 6100 m 0.245800 sigma_m 0.018522
Dream 6200 m 0.223800 sigma_m 0.013581
Dream 6300 m 0.248400 sigma_m 0.019764
Dream 6400 m 0.236600 sigma_m 0.023644
Dream 6500 m 0.228400 sigma_m 0.010665
Dream 6600 m 0.229800 sigma_m 0.009340
Dream 6700 m 0.233800 sigma_m 0.017878
Dream 6800 m 0.242600 sigma_m 0.015388
Dream 6900 m 0.227000 sigma_m 0.017051
Dream 7000 m 0.198600 sigma_m 0.016065
Dream 7100 m 0.246800 sigma_m 0.016357
Dream 7200 m 0.193600 sigma_m 0.009645
Dream 7300 m 0.232600 sigma_m 0.014675
Dream 7400 m 0.225600 sigma_m 0.016351
Dream 7500 m 0.237400 sigma_m 0.018428
Dream 7600 m 0.254800 sigma_m 0.017960
Dream 7700 m 0.259800 sigma_m 0.011539
Dream 7800 m 0.253800 sigma_m 0.019870
Dream 7900 m 0.241200 sigma_m 0.023360
Dream 8000 m 0.264000 sigma_m 0.022009
Dream 8100 m 0.213800 sigma_m 0.014351
Dream 8200 m 0.230800 sigma_m 0.015539
Dream 8300 m 0.251000 sigma_m 0.023309
Dream 8400 m 0.226600 sigma_m 0.015746
Dream 8500 m 0.209600 sigma_m 0.014710
Dream 8600 m 0.234400 sigma_m 0.017325
Dream 8700 m 0.237600 sigma_m 0.018225
Dream 8800 m 0.246800 sigma_m 0.019090
Dream 8900 m 0.229000 sigma_m 0.016957
Dream 9000 m 0.255000 sigma_m 0.013715
Dream 9100 m 0.214000 sigma_m 0.017123
Dream 9200 m 0.213800 sigma_m 0.016549
Dream 9300 m 0.245000 sigma_m 0.016145
Dream 9400 m 0.246000 sigma_m 0.017754
Dream 9500 m 0.222200 sigma_m 0.018019
Dream 9600 m 0.254600 sigma_m 0.012319
Dream 9700 m 0.219000 sigma_m 0.013480
Dream 9800 m 0.243600 sigma_m 0.016780
